,Id,SalePrice,LotFrontage_nan,MasVnrArea_nan,GarageYrBlt_nan,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
817,818,271000,1,0,0,0.0,0.75,0.4354026207299284,0.4545372880817389,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.4090909090909091,0.8,1.0,1.0,0.8,0.7777777777777777,0.5,0.044117647058823525,0.11475409836065574,1.0,0.0,1.0,1.0,0.5,0.6781900346455575,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,1.0,0.822569331854464,0.8333333333333333,0.0,0.7555847397370491,0.25662847790507365,1.0,1.0,1.0,1.0,0.6130830199590243,0.0,0.0,0.5730630374196362,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.6666666666666666,0.8,0.8,0.05607476635514018,0.6666666666666666,0.75,0.6043723554301833,0.6666666666666666,1.0,1.0,0.742794065043022,0.6492492598120624,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,0.5,0.6666666666666666,0.75
818,819,155000,0,0,0,0.3529411764705882,0.75,0.4903065586553299,0.3745704032688748,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.7727272727272727,0.8,1.0,1.0,0.6000000000000001,0.5555555555555556,0.75,0.2867647058823529,0.6557377049180328,0.0,0.0,0.6000000000000001,0.5,0.5,0.595584253355081,0.3333333333333333,1.0,0.5,0.5,0.75,0.75,1.0,0.7205579755651722,0.8333333333333333,0.0,0.8029925825915429,0.16530278232405893,1.0,0.75,1.0,1.0,0.43386346010042587,0.0,0.0,0.4055423232683246,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.0,0.2,0.8,0.3644859813084112,0.3333333333333333,0.5,0.31029619181946405,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.4545454545454545,1.0,0.6666666666666666,0.75
819,820,224000,0,0,0,0.588235294117647,0.75,0.2691970180943626,0.31099815066204806,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.9545454545454546,0.8,1.0,0.75,0.8,0.6666666666666665,0.5,0.007352941176470588,0.01639344262295082,0.0,0.0,0.9,0.9,1.0,0.6586554174190365,0.6666666666666666,1.0,1.0,0.75,0.75,0.5,1.0,0.7638466826891847,0.8333333333333333,0.0,0.8301744320143563,0.22225859247135846,1.0,1.0,1.0,1.0,0.5305055833800405,0.0,0.0,0.49587597614457035,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.3333333333333333,0.8,0.8,0.0,0.6666666666666666,0.5,0.3413258110014104,0.6666666666666666,1.0,1.0,0.7791263723811479,0.568246512465584,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,1.0,1.0,1.0
820,821,183000,0,0,0,0.2352941176470588,0.75,0.4511884242141584,0.33564471299447596,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.6818181818181819,0.8,1.0,1.0,1.0,0.6666666666666665,0.5,0.03676470588235294,0.09836065573770493,0.0,0.0,0.9,0.9,0.25,0.0,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.8616327823998443,0.13060556464811784,1.0,1.0,1.0,1.0,0.3292917653345526,0.8825678916629754,0.0,0.5626443780804653,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.0,0.2,0.8,0.04672897196261682,0.6666666666666666,0.5,0.41960507757404797,0.6666666666666666,1.0,1.0,0.0,0.6071161220020264,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.5,0.6666666666666666,0.75
821,822,93000,0,0,0,0.0,0.25,0.38363315835431044,0.29925585293345125,1.0,0.5,0.0,0.0,1.0,0.0,0.5,0.2272727272727273,0.8,1.0,0.0,0.8,0.3333333333333333,0.375,0.4117647058823529,0.9344262295081968,0.0,0.0,0.1,0.2,0.25,0.0,0.0,1.0,0.5,0.25,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.8821729491193901,0.15319148936170213,1.0,0.5,0.0,1.0,0.38964806740670666,0.0,0.0,0.36421316161667994,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.25,0.0,0.2,0.4,0.32710280373831774,0.3333333333333333,0.5,0.40620592383638926,0.6666666666666666,1.0,1.0,0.0,0.5544489262470256,0.2028985507246377,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.09090909090909091,0.75,0.6666666666666666,0.75
822,823,225000,1,0,0,0.2352941176470588,0.75,0.4354026207299284,0.44124390775427735,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.5909090909090909,0.8,1.0,1.0,1.0,0.6666666666666665,0.5,0.029411764705882353,0.0819672131147541,0.0,0.0,0.9,0.9,0.25,0.0,0.6666666666666666,1.0,1.0,0.75,0.75,1.0,0.8333333333333333,0.0,0.8333333333333333,0.0,0.869306184530975,0.1386252045826514,1.0,1.0,1.0,1.0,0.351839692197625,0.8892331033116553,0.0,0.5821643051384764,0.0,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.8,1.0,0.037383177570093455,1.0,0.5,0.30535966149506344,0.6666666666666666,1.0,1.0,0.683255517105897,0.6171345399661599,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.8181818181818182,0.25,0.6666666666666666,0.25
823,824,139500,0,0,0,0.17647058823529413,0.75,0.38363315835431044,0.3972680089468541,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.3181818181818182,0.8,1.0,1.0,0.2,0.5555555555555556,0.75,0.5073529411764706,0.9836065573770493,0.0,0.0,0.9,0.9,0.25,0.0,0.3333333333333333,1.0,0.25,0.5,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.8583646206234888,0.12733224222585926,1.0,0.5,1.0,1.0,0.39286875749010974,0.8256666799844368,0.0,0.5284629670114454,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333333,0.41666666666666663,1.0,0.3333333333333333,0.8,0.4,0.6448598130841121,0.3333333333333333,0.25,0.1692524682651622,0.6666666666666666,1.0,1.0,0.8612068263784957,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.5454545454545454,0.75,0.6666666666666666,0.75
824,825,232600,0,0,0,0.0,1.0,0.4949222376042022,0.42169613821214247,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.8181818181818182,0.8,1.0,1.0,0.8,0.7777777777777777,0.5,0.0,0.01639344262295082,0.0,0.0,0.9,0.9,0.25,0.0,0.6666666666666666,1.0,1.0,0.75,1.0,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.9419732122874687,0.24369885433715222,1.0,1.0,1.0,1.0,0.5653682938804412,0.0,0.0,0.5284629670114454,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.8,0.8,0.0,0.6666666666666666,0.5,0.5472496473906912,0.6666666666666666,1.0,1.0,0.0,0.7847357854200446,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.0,1.0,1.0
825,826,385000,0,0,0,0.0,0.75,0.6221488305451177,0.4760093166259938,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.9545454545454546,1.0,0.0,1.0,0.8,1.0,0.5,0.007352941176470588,0.01639344262295082,1.0,0.0,1.0,1.0,0.5,0.9088222239036308,1.0,1.0,1.0,1.0,0.75,0.75,1.0,0.8566995139890268,0.8333333333333333,0.0,0.7855956783297131,0.3400981996726678,1.0,1.0,1.0,1.0,0.6926528885861103,0.0,0.0,0.6474388545896614,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,1.0,0.41666666666666663,1.0,0.3333333333333333,0.8,0.8,0.009345794392523364,1.0,0.75,0.8603667136812412,0.6666666666666666,1.0,1.0,0.7760257948288927,0.6071161220020264,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.5,1.0,1.0
826,827,109500,0,0,1,0.14705882352941177,0.25,0.31628002743472483,0.3034510422008563,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.13636363636363635,0.8,1.0,1.0,0.4,0.4444444444444445,0.625,0.6176470588235294,0.9672131147540984,0.0,0.0,0.1,0.2,0.25,0.0,0.3333333333333333,1.0,0.25,0.5,0.75,0.25,0.6666666666666666,0.7716228580735117,0.8333333333333333,0.0,0.0,0.12831423895253682,1.0,0.75,1.0,1.0,0.3225950764984642,0.0,0.0,0.30153716279270837,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.6666666666666666,0.24999999999999997,1.0,0.0,0.2,0.0,0.2616822429906542,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21014492753623187,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.5,0.6666666666666666,0.75
827,828,189000,0,0,0,0.0,0.75,0.41326840656122976,0.3680926987439812,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.4545454545454546,0.8,1.0,1.0,0.8,0.6666666666666665,0.5,0.058823529411764705,0.14754098360655737,0.0,0.0,0.9,0.9,0.25,0.0,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,1.0,0.3524354296316119,0.8333333333333333,0.0,0.9371242890996807,0.23797054009819968,1.0,1.0,1.0,1.0,0.5511199639305038,0.0,0.0,0.5151447197701273,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.3333333333333333,0.6000000000000001,0.8,0.07476635514018691,0.6666666666666666,0.5,0.3716502115655853,0.6666666666666666,1.0,1.0,0.8399194362259609,0.5849537621278195,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,0.75,0.6666666666666666,0.75
828,829,185000,1,0,0,0.2352941176470588,0.75,0.4354026207299284,0.6055866172559108,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.7727272727272727,0.8,1.0,1.0,1.0,0.4444444444444445,0.5,0.3088235294117647,0.7049180327868853,0.5,1.0,0.7000000000000001,0.6000000000000001,0.25,0.0,0.3333333333333333,1.0,1.0,0.5,1.0,1.0,0.5,0.6391670584093471,1.0,0.5183175033921302,0.0,0.16579378068739772,1.0,0.5,1.0,1.0,0.47085197717438154,0.9005457368020745,0.0,0.6545009630682674,0.0,0.5,0.6666666666666666,0.5,0.375,0.3333333333333333,0.3333333333333333,0.41666666666666663,0.25,0.0,0.2,0.8,0.3925233644859813,1.0,0.5,0.37940761636107195,0.6666666666666666,1.0,1.0,0.9161549710295672,0.0,0.0,0.0,0.46875,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.75,0.6666666666666666,0.0
829,830,147400,0,0,0,0.8235294117647058,1.0,0.04808747753339526,0.13134539766959485,1.0,0.5,0.0,0.3333333333333333,1.0,0.0,0.0,0.8181818181818182,0.8,1.0,0.5,1.0,0.6666666666666665,0.5,0.007352941176470588,0.03278688524590164,0.0,0.0,0.1,0.2,0.25,0.0,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.8249201564350054,0.09819967266775778,1.0,1.0,1.0,1.0,0.1672993324878136,0.8431597922995371,0.13986013986013987,0.4588280131683278,0.0,0.0,0.6666666666666666,0.5,0.25,0.3333333333333333,0.6666666666666666,0.16666666666666666,1.0,0.0,0.2,0.4,0.009345794392523364,0.6666666666666666,0.5,0.3385049365303244,0.6666666666666666,1.0,1.0,0.0,0.8115715821999359,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,0.0,0.6666666666666666,0.75
830,831,166000,0,0,0,0.0,0.75,0.4903065586553299,0.4332827539585251,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,0.36363636363636365,0.8,1.0,1.0,0.8,0.5555555555555556,0.5,0.375,0.8524590163934427,0.0,0.0,0.6000000000000001,0.5,0.5,0.8079012384681501,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.16666666666666666,0.8042966461635809,0.8333333333333333,0.0,0.756317253515581,0.22782324058919806,1.0,0.5,1.0,0.6666666666666666,0.5398667190145297,0.0,0.0,0.5046260485585088,0.3333333333333333,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.6666666666666666,0.8,0.8,0.47663551401869153,0.6666666666666666,0.5,0.3229901269393512,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.5,0.6666666666666666,0.75
831,832,151000,0,0,0,0.8235294117647058,1.0,0.1290065952280084,0.17500958181790227,1.0,0.5,0.0,0.3333333333333333,1.0,0.0,0.0,0.8181818181818182,0.8,1.0,0.75,1.0,0.6666666666666665,0.5,0.007352941176470588,0.03278688524590164,0.0,0.0,0.1,0.2,0.25,0.0,0.3333333333333333,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.8249201564350054,0.09819967266775778,1.0,1.0,1.0,1.0,0.1672993324878136,0.838239889876654,0.13986013986013987,0.4521108147380497,0.0,0.0,0.6666666666666666,0.5,0.25,0.3333333333333333,0.6666666666666666,0.16666666666666666,1.0,0.0,0.2,0.4,0.009345794392523364,0.6666666666666666,0.5,0.3385049365303244,0.6666666666666666,1.0,1.0,0.0,0.8115715821999359,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.0,0.6666666666666666,0.75
832,833,237000,0,0,0,0.2352941176470588,0.75,0.2691970180943626,0.3901821179993059,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.6818181818181819,0.8,1.0,1.0,1.0,0.6666666666666665,0.625,0.051470588235294115,0.13114754098360656,0.0,0.0,0.9,0.9,0.5,0.7334460042139922,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,1.0,0.7156412194968061,0.8333333333333333,0.0,0.7901698903914773,0.1540098199672668,1.0,1.0,1.0,1.0,0.3916642051579289,0.8895281569128417,0.0,0.6012451528994336,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.6000000000000001,0.8,0.06542056074766354,0.6666666666666666,0.5,0.4322990126939351,0.6666666666666666,1.0,1.0,0.7791263723811479,0.5849537621278195,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666,0.75
833,834,167000,0,0,0,0.0,0.75,0.5733171923045908,0.39931340435437224,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.36363636363636365,0.8,1.0,1.0,0.8,0.5555555555555556,0.625,0.33088235294117646,0.7540983606557378,0.0,0.0,0.6000000000000001,0.6000000000000001,0.5,0.7045576963026321,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.16666666666666666,0.6115862878519069,0.16666666666666666,0.23405698778833106,0.8874303017605951,0.24811783960720132,1.0,0.5,1.0,1.0,0.5721715678466359,0.0,0.0,0.5348221463012681,0.0,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.0,0.2,0.8,0.4205607476635514,0.6666666666666666,0.5,0.3328631875881523,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.31666666666666665,0.0,0.0,1.0,1.0,0.0,0.09090909090909091,0.75,0.6666666666666666,0.75
834,835,139950,0,0,0,0.0,0.75,0.4663383822971163,0.3524781574609057,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.36363636363636365,0.8,1.0,1.0,0.8,0.4444444444444445,0.625,0.34558823529411764,0.7868852459016394,0.0,0.0,0.9,0.9,0.5,0.6668101195607087,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.16666666666666666,0.7351816851070161,0.8333333333333333,0.0,0.8187693849249299,0.1872340425531915,1.0,0.75,1.0,1.0,0.46559490909223467,0.0,0.0,0.43520245076979647,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.0,0.2,0.8,0.4392523364485981,0.3333333333333333,0.5,0.3215796897038082,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.7272727272727273,0.5,0.6666666666666666,0.75
835,836,128000,0,0,0,0.0,0.75,0.38363315835431044,0.39124518250563334,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.2727272727272727,0.8,1.0,1.0,0.8,0.3333333333333333,0.75,0.4411764705882353,0.26229508196721313,0.0,0.0,0.9,0.5,0.25,0.0,0.3333333333333333,1.0,0.5,0.75,0.75,0.25,0.3333333333333333,0.7053946633094762,0.8333333333333333,0.0,0.8301744320143563,0.1746317512274959,1.0,0.5,1.0,1.0,0.43922184348448123,0.0,0.0,0.4105509295382075,0.0,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.6666666666666666,0.16666666666666666,0.25,0.0,0.2,0.8,0.1308411214953271,0.3333333333333333,0.5,0.307475317348378,0.6666666666666666,1.0,1.0,0.8399194362259609,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.09090909090909091,1.0,0.6666666666666666,0.75
836,837,153500,0,0,0,0.05882352941176469,0.25,0.5340970033009982,0.3579918174514669,1.0,0.5,0.0,0.3333333333333333,1.0,0.0,0.0,0.2272727272727273,0.8,1.0,1.0,0.8,0.4444444444444445,0.625,0.4338235294117647,0.5737704918032788,0.0,0.0,0.9,0.9,0.25,0.0,0.3333333333333333,1.0,0.25,0.5,0.75,0.25,0.16666666666666666,0.6744206662552359,0.8333333333333333,0.0,0.9164096067524382,0.2551554828150573,1.0,0.75,1.0,1.0,0.5827603298077806,0.0,0.0,0.5447197097542125,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333333,0.24999999999999997,0.25,0.0,0.2,0.4,0.5514018691588785,0.3333333333333333,0.5,0.5726375176304654,0.6666666666666666,1.0,1.0,0.0,0.7551484383585255,0.4166666666666667,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.4545454545454545,0.25,0.0,0.75
837,838,100000,0,0,0,0.8235294117647058,0.25,0.0,0.0501611457297344,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.09090909090909091,0.8,1.0,0.5,1.0,0.5555555555555556,0.5,0.25735294117647056,0.5901639344262296,0.0,0.0,0.6000000000000001,0.5,0.5,0.6869938457241751,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.3333333333333333,0.67165610509626,0.8333333333333333,0.0,0.6493743972309419,0.07905073649754502,1.0,0.5,1.0,1.0,0.13939266703892672,0.8154404561734595,0.0,0.38298039030648123,0.3333333333333333,0.0,0.3333333333333333,0.5,0.25,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.0,0.2,0.4,0.32710280373831774,0.3333333333333333,0.25,0.1861777150916784,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9090909090909091,0.5,0.6666666666666666,0.75
838,839,144000,0,0,0,0.0,0.75,0.4663383822971163,0.3897100685609429,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.6818181818181819,0.8,1.0,1.0,0.8,0.4444444444444445,0.625,0.09558823529411764,0.04918032786885246,0.0,0.0,0.9,0.9,0.25,0.0,0.3333333333333333,1.0,1.0,0.75,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.9028497526240654,0.17986906710310968,1.0,1.0,1.0,1.0,0.45040587016724576,0.0,0.0,0.42100490084838293,0.0,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.0,0.2,0.8,0.08411214953271028,0.3333333333333333,0.25,0.24823695345557123,0.6666666666666666,1.0,1.0,0.8336849501287935,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.5,0.6666666666666666,0.75
839,840,130500,0,0,0,0.17647058823529413,0.75,0.44073849905683593,0.43108286739206547,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.18181818181818182,0.8,1.0,1.0,0.2,0.4444444444444445,0.625,0.45588235294117646,0.22950819672131148,0.0,0.0,0.1,0.2,0.25,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.3333333333333333,0.6791052561962555,0.8333333333333333,0.0,0.7777980135936917,0.12569558101472997,1.0,1.0,1.0,1.0,0.31479389705928673,0.7952893684714081,0.0,0.4521108147380497,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.0,0.2,0.4,0.5794392523364486,0.3333333333333333,0.25,0.1692524682651622,0.6666666666666666,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.5,0.6666666666666666,0.75
840,841,140000,1,0,0,0.2941176470588235,0.5,0.4354026207299284,0.43743266668650005,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3181818181818182,0.8,1.0,1.0,1.0,0.5555555555555556,0.875,0.6102941176470588,0.9672131147540984,0.0,0.0,0.2,0.1,0.25,0.0,0.3333333333333333,1.0,0.25,0.5,0.75,0.25,0.3333333333333333,0.585313525908345,0.8333333333333333,0.0,0.8055106719810682,0.10998363338788872,1.0,0.5,0.0,1.0,0.33493904590089185,0.8530630152200297,0.0,0.5267954779446531,0.0,0.0,0.6666666666666666,0.0,0.5,0.3333333333333333,0.0,0.41666666666666663,1.0,0.0,0.2,0.4,0.6915887850467289,0.3333333333333333,0.25,0.2820874471086037,0.6666666666666666,1.0,0.5,0.0,0.0,0.4601449275362319,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.1818181818181818,0.5,0.6666666666666666,0.75
841,842,157500,0,0,0,0.2941176470588235,0.25,0.38363315835431044,0.4076630483818555,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.2272727272727273,0.8,1.0,1.0,1.0,0.4444444444444445,0.875,0.7647058823529411,0.11475409836065574,0.0,0.0,0.1,0.2,0.25,0.0,0.3333333333333333,1.0,1.0,0.5,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.8352229266259357,0.10638297872340427,1.0,0.75,1.0,1.0,0.398439907736988,0.8340314618457755,0.0,0.5401505810741156,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.5,1.0,0.3333333333333333,0.0,0.4,0.23364485981308408,0.3333333333333333,0.5,0.48377997179125526,1.0,1.0,0.5,0.6310776789071104,0.6928729961266342,0.12318840579710146,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.5,0.6666666666666666,0.75
842,843,174900,0,0,0,0.3529411764705882,0.75,0.4994819675509967,0.37904781391749043,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.36363636363636365,0.8,1.0,1.0,0.6000000000000001,0.5555555555555556,0.75,0.3088235294117647,0.7049180327868853,0.0,0.0,0.6000000000000001,0.5,0.5,0.7067856539397774,0.3333333333333333,1.0,0.5,0.5,0.75,1.0,0.16666666666666666,0.6651833355259811,1.0,0.3656716417910447,0.7250600246559084,0.1844517184942717,1.0,0.5,1.0,1.0,0.47247996158480454,0.0,0.0,0.44163807036084224,0.3333333333333333,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.0,0.2,0.8,0.3925233644859813,0.6666666666666666,0.5,0.3455571227080395,1.0,0.6666666666666666,1.0,0.0,0.7718556880207609,0.0,0.0,0.0,0.0,0.0,0.75,1.0,0.0,0.36363636363636365,0.5,0.6666666666666666,0.75
843,844,141000,0,0,1,0.4117647058823529,0.75,0.4903065586553299,0.3555604547692639,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.36363636363636365,0.0,1.0,0.25,0.8,0.4444444444444445,0.375,0.3382352941176471,0.7704918032786886,0.0,0.0,0.8,0.8,0.25,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.9664124480296953,0.29459901800327337,1.0,1.0,0.0,1.0,0.637181824657032,0.0,0.0,0.5955887537889235,0.0,0.0,0.6666666666666666,0.0,0.75,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.0,0.2,0.0,0.2523364485981308,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5454545454545454,0.25,0.6666666666666666,0.75
844,845,153900,0,0,0,0.17647058823529413,0.25,0.5733171923045908,0.44547752711513455,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.2272727272727273,0.0,1.0,1.0,0.2,0.4444444444444445,0.875,0.6838235294117647,0.9672131147540984,0.0,0.0,0.2,0.1,0.25,0.0,0.3333333333333333,1.0,0.25,0.5,0.75,0.5,0.8333333333333333,0.0,0.8333333333333333,0.0,0.8736413643031508,0.14337152209492637,1.0,0.75,1.0,1.0,0.3645784115780062,0.8244614852512288,0.0,0.5106749226415115,0.0,0.0,0.3333333333333333,0.5,0.5,0.3333333333333333,0.3333333333333333,0.41666666666666663,1.0,0.3333333333333333,0.8,0.4,0.5514018691588785,0.3333333333333333,0.75,0.5077574047954866,0.6666666666666666,1.0,1.0,0.8938896833908953,0.0,0.35144927536231885,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4545454545454545,0.5,0.6666666666666666,0.75
